PROGRAM_ID,CATEGORY_ID,KIND_ID,PRODUCTION_COUNTRY,PRODUCTION_YEAR
96362,8,4,France,
96364,5,22,France,
96830,3,78,,2020
97215,9,12,,2016
97221,1,14,Etats-Unis,1990
98097,8,49,Etats-Unis,
100045,2,23,Corée du Sud,0
100634,6,174,France - Etats-Unis,0
100636,9,12,,2017
102316,9,12,,2017
102322,1,131,France,2017
102775,6,174,Grande-Bretagne,2017
104115,9,113,Allemagne,
105075,6,173,France - Etats-Unis - Japon,0
105954,1,14,France,2018
108404,9,101,,2019
108445,1,158,Etats-Unis,2018
108744,8,137,,
109683,5,20,Israël,2013
110660,8,136,Etats-Unis,
110662,9,130,France,
110718,5,65,Etats-Unis,
111717,8,123,France,
112681,8,137,France,
113670,1,141,Etats-Unis,2016
113688,3,108,Grande-Bretagne,0
113689,5,13,,
116052,5,111,,
116661,5,20,,
116980,3,78,,2020
117578,5,98,,0
117585,9,12,,2018
117590,5,20,France,2020
118465,8,129,Italie,
118508,8,137,France,0
119395,1,1,Etats-Unis,2016
120280,1,158,France,2017
120283,1,27,Etats-Unis,2017
121592,5,65,Etats-Unis,
121607,5,65,Etats-Unis,2017
121611,8,5,Etats-Unis,
121660,5,65,Etats-Unis,
122387,9,12,,2019
122824,1,18,France - Belgique,2017
125822,3,78,,2020
126267,8,129,Grande-Bretagne,2018
127263,1,27,Etats-Unis,2016
127266,8,4,Grande-Bretagne,
127794,4,36,France,
127795,4,43,,
127796,4,46,France,
127799,4,20,,
127802,4,43,France,
127805,4,155,France,
127806,4,19,France,
127902,3,78,,2020
128692,4,46,France,0
129223,8,6,Etats-Unis,0
129789,3,78,,2020
131224,8,6,France,0
131226,9,130,Allemagne,
132588,7,128,,
132589,4,43,,
132590,4,43,,
132593,9,36,,
132595,4,43,Israël,
132607,4,62,Israël,
132614,4,43,,
132617,4,43,,
132618,4,43,,
132621,4,43,,
132627,4,43,,
132631,4,43,,
132633,4,43,,
132634,4,43,,
132636,4,43,,
132639,4,43,,
135081,8,137,France,
135600,3,78,,2020
135970,8,4,Etats-Unis,
136466,3,78,,2020
136919,1,16,France,2018
136920,5,119,,
138732,8,4,France,
138741,6,174,France - Italie - Belgique,2017
138784,5,134,France,
139267,3,78,,2020
140878,4,19,France,0
140879,1,30,Etats-Unis - Japon,1970
141601,5,61,Etats-Unis,0
143483,6,172,France - Allemagne,2019
143685,8,137,France,2019
145328,8,119,France,
145346,5,12,,2018
145952,3,78,,
146243,1,63,Etats-Unis,2018
146478,1,5,Etats-Unis,1955
147150,5,62,,
147166,2,16,Grande-Bretagne,2019
147438,4,43,,
147478,5,125,,
147905,9,27,France,2019
148121,8,126,Allemagne,
149033,1,63,Etats-Unis,1946
149034,9,12,,2019
150137,6,180,Canada,2018
151355,1,63,Etats-Unis,2014
151417,5,106,,
152657,9,56,,0
152668,5,106,,
153883,8,94,,0
154985,8,129,Espagne,
154988,1,1,Allemagne,2017
154991,1,5,Grande-Bretagne - Etats-Unis,2017
155755,8,137,France,
155758,1,116,Etats-Unis,2018
156154,2,22,Etats-Unis,2018
156201,6,175,Etats-Unis,2018
156235,3,78,,2020
156246,3,78,,2020
156362,3,108,France,0
156372,6,179,Islande,2018
156772,5,41,,2019
156821,5,13,,0
156991,1,63,Espagne,2016
157219,5,20,,
157728,9,22,France,0
157730,5,41,,0
157736,6,174,Japon,2010
157741,8,4,,
157984,5,106,,
157996,9,12,,2018
158025,9,101,France,0
158468,8,6,Etats-Unis,
158469,8,129,Grande-Bretagne - France,0
158472,9,101,France,0
158481,8,126,France,
158485,1,18,France,2017
158977,9,22,,
159477,8,126,,
159489,7,93,France,
159730,8,136,Grande-Bretagne,
160006,9,101,Grande-Bretagne,0
160091,3,78,,2020
160232,8,137,France,2018
160247,8,136,France,
160337,7,46,,2008
160481,8,123,Grande-Bretagne,
160577,2,16,Corée du Sud,0
160754,1,23,Allemagne,2016
160760,2,6,Espagne,2017
161065,4,48,France,
161222,1,63,Danemark - France - Suède,2018
161233,8,119,Belgique,
161952,1,131,France - Italie,1953
162102,7,49,,2006
162191,8,6,France,
162250,6,174,France,2019
162379,9,101,France,0
162619,8,137,France,
163101,8,6,France,
163107,8,6,France,0
163504,9,36,France,0
163597,9,101,France,2020
163717,5,153,Etats-Unis,0
163732,6,21,Japon,2010
163915,8,94,France,0
164006,3,78,,2020
164097,8,94,France,
164098,9,112,,
164383,8,4,,
164393,1,23,France,2017
164394,1,158,France,2018
164844,8,236,France,0
165053,4,127,France,
165161,3,78,,2020
165373,1,63,Belgique - Luxembourg,2018
165547,6,173,Etats-Unis,2018
165741,8,6,Grande-Bretagne,0
165744,5,61,France,
165764,8,137,Canada,2017
166130,8,49,Allemagne,
166338,3,78,France,
166537,1,63,Etats-Unis,2018
166763,8,94,Allemagne,0
167010,8,121,France,
167088,4,46,France,2019
167339,9,101,France,0
167571,1,33,France,2019
167692,1,16,France,2019
167802,6,63,Chine,2017
167853,6,179,Japon,2018
168541,1,33,Etats-Unis,2014
168694,1,131,France - Belgique,2017
168852,3,81,Grande-Bretagne,
168999,8,122,France,
169013,9,101,France,
169014,6,180,Belgique,2017
169165,1,1,Norvège - Suède,2018
169326,8,94,France,0
169481,8,49,France,
169606,1,33,Etats-Unis,2015
169614,1,63,Etats-Unis,2018
169753,1,18,Croatie,2016
169834,3,78,,2020
170034,9,101,France,
170174,8,137,France,0
170298,2,16,Etats-Unis,1966
170336,3,61,Etats-Unis,2019
170506,8,49,,
170511,5,61,France,
170620,4,48,France,
170658,1,29,Islande,2017
170663,1,33,Etats-Unis,2015
170759,5,51,,
170884,6,172,,2017
170945,8,121,Etats-Unis,0
171007,1,18,France,2013
171020,9,12,,2019
171022,8,67,Allemagne,
171025,3,78,France,
171078,3,78,,2020
171088,2,23,Corée du Sud,0
171188,8,123,France,
171249,3,78,,2020
171345,6,172,Grande-Bretagne - Irlande,0
171347,8,47,Allemagne,0
171475,4,36,France,
171533,8,123,Canada,2017
172018,8,119,France,
172021,4,36,,
172028,4,127,France,
172154,9,113,France,
172158,6,179,Etats-Unis,0
172168,8,94,France,2019
172597,9,55,,2019
172606,8,49,France,
172745,1,146,Italie - France,2018
172746,1,68,Italie - Espagne,1968
172750,6,28,Japon,2016
172817,8,119,Afrique du Sud,
172979,9,146,Etats-Unis,
173030,3,78,,2020
173106,8,119,France,
173144,4,36,France,
173273,7,93,,1972
173287,8,6,France,0
173469,9,12,,2019
173766,8,94,France,0
173816,2,26,Corée du Sud,2017
173927,5,123,Suisse,
174049,7,101,,1981
174541,9,11,,2019
174667,8,49,Grande-Bretagne,
174719,7,28,Etats-Unis,2013
175236,1,146,France,2017
175308,2,23,France,2003
175517,5,112,France,2018
175587,3,78,,2020
175852,8,123,Etats-Unis,
176267,8,123,Grande-Bretagne,
176338,3,115,Etats-Unis,
176382,5,13,,
176510,2,22,,2019
176708,5,20,,
176857,5,130,France,0
176862,4,48,France,
176976,6,236,France,
177567,9,101,France,0
177568,9,11,,
177569,8,6,,
177748,2,22,France,2017
177753,8,119,,
177754,6,180,,2019
177865,7,102,,2000
177886,1,68,Italie,1970
177974,1,27,Etats-Unis,2017
178088,8,4,Etats-Unis,
178278,8,8,Etats-Unis,0
178351,8,67,Allemagne,
178353,1,29,France - Italie,1960
178355,3,36,,
178360,1,68,Italie - Espagne,1969
178362,1,131,France,2018
178363,1,158,France,2018
178425,1,63,Grande-Bretagne,2017
178578,1,116,Etats-Unis,2019
178721,1,29,Etats-Unis,2018
178806,2,16,France,0
178884,4,46,Etats-Unis,0
178960,1,148,France,2015
178964,9,136,France,
178968,1,131,France,2017
179054,2,16,France,2010
179068,4,36,France,
179069,4,36,France,
179072,5,204,France,0
179165,2,16,Etats-Unis,2018
179196,4,36,France,
179369,4,36,France,
179569,4,36,,
179575,1,34,France,2017
179587,6,173,,0
179625,6,174,Etats-Unis,2019
179647,6,174,Italie,0
179648,6,174,Japon,2018
179650,8,6,Grande-Bretagne,
179737,4,43,France,
179738,4,43,France,
179739,4,43,France,
179742,6,28,France - Japon,0
179747,5,3,,
179760,4,43,France,
179868,8,47,Allemagne,0
179869,1,31,Japon,2018
179903,4,137,,
179904,4,43,,
179905,4,43,,
179906,4,43,,
179928,2,26,Corée du Sud,2016
179981,1,14,Etats-Unis,1930
179983,5,22,France,
179999,9,12,France,2019
180097,1,5,Etats-Unis,1935
180104,9,31,France,
180139,4,36,France,
180214,8,137,,
180218,1,18,France,2017
180255,4,36,Etats-Unis,0
180300,4,43,,
180302,4,43,France,
180326,8,236,France,0
180328,8,114,Etats-Unis,
180331,1,34,France,2016
180333,8,6,Australie,0
180335,9,12,,2018
180352,8,159,France,
180356,1,63,Etats-Unis,2019
180357,5,22,France,
180446,6,174,Canada,2017
180484,4,36,France,
180644,1,158,France - Belgique,2018
180650,5,20,,
180760,1,158,Etats-Unis,2017
180859,9,112,,1961
180875,1,23,Etats-Unis - France,2016
180996,1,29,Etats-Unis,2018
181099,8,137,France,0
181100,6,174,Japon,2018
181103,9,36,,0
181200,8,129,Grande-Bretagne,
181201,8,129,Grande-Bretagne,
181299,1,146,Grande-Bretagne,2009
181306,5,12,,
181505,8,49,France,
181608,9,112,,
181618,8,8,Espagne,
181664,1,18,Belgique,2019
181773,9,101,,0
181774,9,101,,0
181943,8,6,France,
181951,8,6,France,
182031,8,46,France,0
182097,8,123,France,
182112,2,22,Etats-Unis,1966
182138,8,136,France,2019
182139,8,136,Allemagne,
182144,9,36,France,
182145,8,126,France,0
182182,1,18,France,2004
182228,5,51,France,
182281,2,16,Etats-Unis,0
182375,2,23,France,2019
182378,1,146,Espagne,2017
182551,4,155,France,
182607,2,22,Etats-Unis,2015
182645,6,175,Japon,
182701,9,107,France,
182804,8,123,France,
182837,4,46,France,0
182841,4,46,France,0
182882,5,12,,2017
182899,1,29,Belgique,2019
182923,1,1,Etats-Unis,2017
182924,9,101,France,0
182927,8,4,Grande-Bretagne,0
182935,8,94,Grande-Bretagne,0
182983,1,18,France,2017
183051,2,16,Allemagne,2013
183083,9,36,Israël,
183161,1,83,France,1980
183172,2,23,Etats-Unis,0
183290,8,94,Etats-Unis,0
183302,1,146,Etats-Unis,2017
183303,1,158,Géorgie,2017
183307,8,49,,0
183314,1,5,Japon,1963
183365,9,101,France,2011
183366,1,146,Grande-Bretagne - Etats-Unis,1976
183411,3,81,,
183414,5,41,,2019
183504,9,11,,2019
183505,9,11,,2019
183506,9,11,,2018
183512,9,101,France,
183519,9,101,France,2019
183524,3,108,France,0
183528,6,236,Allemagne,0
183529,4,236,France,
183624,5,20,,
183627,4,110,,
183715,1,18,France,2017
183716,1,23,France - Portugal,2018
183833,1,14,France,2017
183835,8,94,Etats-Unis,0
183848,6,174,Etats-Unis,0
183890,3,108,France,0
183957,1,23,Grande-Bretagne,2017
183965,9,112,,2019
183971,8,123,France,
184096,8,204,Etats-Unis,
184098,8,123,France,
184231,5,41,,2019
184234,1,15,Grande-Bretagne - Etats-Unis,1975
184327,1,63,Canada - Etats-Unis,2018
184329,9,101,France,
184346,5,94,France,
184556,9,101,France,2019
184559,8,119,Etats-Unis - Brésil,
184622,4,36,Grande-Bretagne,0
184623,4,43,Grande-Bretagne,0
184715,1,63,France - Belgique,2017
184717,8,136,,
184728,1,23,Allemagne,2017
185072,4,136,Etats-Unis,
185074,8,6,Etats-Unis,
185239,6,174,France,2019
185289,2,23,Corée du Sud,0
185421,2,16,Grande-Bretagne,0
185430,6,174,Etats-Unis,2019
185547,3,125,,
185564,5,65,,0
185575,1,1,Italie,1965
185626,7,93,,0
185832,8,108,Grande-Bretagne,0
186054,8,94,,
186055,3,36,,
186056,3,125,,
186061,3,125,,
186064,3,36,,
186066,3,36,,
186067,7,94,,
186068,8,94,,
186069,3,36,,
186070,7,125,,
186074,3,125,,
186078,3,36,,
186079,7,125,,
186083,3,36,,
186084,3,36,,
186174,8,6,Etats-Unis,
186176,1,31,Russie,2017
186252,7,125,,
186253,3,125,,
186257,3,132,,
186259,3,125,,
186274,4,36,,
186345,8,123,Etats-Unis,0
186591,2,16,Grande-Bretagne,2011
186597,8,94,Pays-Bas,0
186598,9,56,,
186601,1,158,France,
186609,5,65,Grande-Bretagne,0
186861,1,131,France,2018
186862,1,16,France - Belgique,2017
186997,8,119,France,
187126,1,131,France,2019
187198,1,23,Italie,1959
187199,1,1,Etats-Unis,1981
187237,6,174,France,2019
187269,9,112,,2019
187270,9,55,,
187277,1,34,,2017
187291,8,239,France,
187399,9,12,,2019
187538,8,4,Grande-Bretagne,0
187543,2,23,Etats-Unis,2017
187636,1,63,Espagne,2017
187668,1,23,République tchèque,2015
187852,4,36,,0
187886,3,125,,
187887,7,125,,
187888,3,36,France,
187893,3,108,,
187978,8,8,Grande-Bretagne,0
187985,8,119,Etats-Unis,0
188125,8,62,France,
188140,8,136,Etats-Unis,0
188289,8,4,France,
188293,5,51,,
188298,9,55,,
188547,7,21,Etats-Unis,2019
188580,1,14,Etats-Unis,1956
188596,2,16,France,2019
188601,8,6,France,
188651,6,28,Etats-Unis,2009
188747,5,61,,
188898,8,102,France,
188942,7,93,,0
189127,3,125,,
189128,3,36,,
189133,7,125,,
189255,1,23,France,2019
189429,5,12,,2019
189594,1,23,Portugal - Brésil,2018
189623,4,236,,0
189860,7,113,,2019
190052,3,115,France,0
190075,9,55,,2016
190162,1,149,Allemagne - France,2017
190225,3,209,,
190339,6,142,France - Belgique - Luxembourg,2018
190470,1,130,Belgique,0
190540,8,121,France,2019
190627,4,46,France,0
190665,1,18,,2018
190673,1,16,Italie - France,1968
190743,9,101,France,
190744,9,12,,2019
190764,3,115,,
190936,7,47,,
191043,7,93,,0
191098,6,176,Pays-Bas,2017
191101,3,115,,
191438,1,63,Espagne - France,2018
191580,1,36,Etats-Unis,2019
191637,1,83,France,1989
192063,1,131,France,2019
192064,1,18,France,2018
192155,6,175,Etats-Unis,2013
192157,5,135,Japon,0
192158,5,22,Grande-Bretagne,0
192159,5,22,Etats-Unis,0
192165,5,97,Etats-Unis,2019
192169,6,181,Etats-Unis,0
192173,6,175,Etats-Unis,0
192178,6,174,Etats-Unis,1996
192184,6,181,Australie,0
192186,6,181,Etats-Unis,2018
192187,6,237,Etats-Unis,0
192188,6,173,Etats-Unis - Canada,0
192191,6,173,Canada,0
192192,6,172,Russie,2016
192195,6,237,Etats-Unis - Canada,2008
192197,7,93,France,
192198,6,173,Etats-Unis - Irlande - Canada,0
192208,7,93,France,
192210,5,123,,0
192211,5,123,,0
192212,5,22,,0
192213,6,28,Japon,2018
192217,6,28,Japon,2015
192218,5,136,France,2019
192219,5,153,,0
192223,6,181,Etats-Unis,2007
192225,2,22,Etats-Unis,2000
192227,6,181,Etats-Unis,2008
192229,6,181,Pays-Bas,0
192231,2,181,Etats-Unis,2016
192232,6,181,Etats-Unis,2018
192233,2,22,Etats-Unis,2005
192235,2,22,Etats-Unis,2006
192238,5,13,France,
192241,5,13,,
192244,5,13,,
192249,5,13,,
192251,5,13,,
192252,5,13,France,
192255,5,154,,2017
192256,5,13,,2019
192257,5,12,,2019
192258,5,61,,0
192259,5,61,,2019
192260,5,13,France,
192262,5,61,,
192265,5,65,Etats-Unis,0
192266,5,65,Etats-Unis,0
192267,5,22,Etats-Unis,0
192268,2,22,Etats-Unis,2013
192269,5,65,,0
192270,5,65,Etats-Unis,0
192272,5,65,,0
192274,5,65,,0
192366,1,14,Etats-Unis,1985
192367,6,174,Brésil,2017
192371,5,65,,0
192529,2,16,Espagne,0
192536,4,43,France,
192537,3,3,,
192542,8,239,France,
192692,4,43,France,
192695,4,43,France,
192701,1,131,France,1988
192702,6,180,Suède,2018
192718,6,173,Italie,2016
192722,7,137,,1977
192756,1,1,Grande-Bretagne - Espagne,1959
192872,1,15,Etats-Unis,1969
192878,8,47,Etats-Unis,0
192923,9,101,France,0
193062,8,119,Canada,0
193225,8,136,Grande-Bretagne,0
193232,2,22,Etats-Unis,2019
193234,1,14,Islande - France,2018
193604,2,65,Etats-Unis,0
193637,1,18,,2019
193679,9,12,,2019
193680,9,112,,2019
193686,1,34,France,2018
193768,9,101,France,
194020,6,28,Japon,2019
194021,5,12,,2019
194024,6,237,France,
194058,1,16,France - Italie,1975
194240,8,94,France,
194522,3,36,,
194635,6,182,Etats-Unis,0
194681,3,125,,
194695,1,23,France,1981
194697,1,14,Grande-Bretagne,1999
194698,1,14,France,2017
194792,6,174,Etats-Unis,2019
194849,2,16,Danemark,0
194891,1,14,France,1977
195080,9,101,France,0
195108,8,137,France,2017
195386,9,101,France,0
195401,1,176,Japon,2016
195422,1,5,Allemagne,1982
195481,8,136,France,
195625,3,152,,
195690,9,101,France,0
195691,1,16,France - Italie,1970
195692,9,101,,0
195902,7,93,,0
195929,7,93,France,
195952,1,33,Irlande - Espagne - France,2017
195955,1,18,Suède,2017
196182,9,12,,2019
196186,9,123,France,
196225,2,23,Corée du Sud,2017
196343,9,12,,2019
196353,5,22,France,2019
196370,6,174,France,2019
196410,9,101,France,2019
196526,2,22,Etats-Unis,2013
196528,1,14,France,1988
196537,5,65,Etats-Unis,2019
196538,8,119,Australie,0
196540,1,18,France,2019
196543,6,36,France,
196803,3,36,,
196920,5,41,,
196983,1,148,France,2001
197123,6,179,France,2001
197129,8,123,France,
197317,1,23,Etats-Unis,2013
197379,6,18,France,0
197448,1,18,France,2017
197503,1,18,Belgique,2016
197517,9,101,France,2019
197518,8,6,Grande-Bretagne,0
197695,1,23,France,1976
197696,1,16,Russie - France - Allemagne,2002
197702,6,180,Australie - Allemagne,2018
197991,7,93,,0
198044,9,11,,2019
198099,1,18,France,2018
198108,6,237,France,2014
198231,5,61,,
198232,5,61,,
198243,6,174,Etats-Unis,2019
198359,3,78,,
198428,6,142,Japon,2017
198434,1,18,France,2017
198510,9,101,France,0
198600,1,31,Etats-Unis - Grande-Bretagne,2018
198820,9,130,France,0
198830,6,236,France,
198831,6,174,France,2019
198995,1,116,France,2010
199006,4,36,France,
199166,5,42,,
199172,5,65,France,
199173,3,38,Etats-Unis,
199174,3,36,Etats-Unis,
199335,3,125,,
199392,8,129,Grande-Bretagne,0
199397,3,132,,
199400,8,137,,
199497,3,152,,
199511,8,130,France,2019
199634,1,14,Etats-Unis,2017
199640,8,4,France,
199840,1,63,Etats-Unis,1932
199873,8,130,France,2019
199887,4,48,France,
199948,4,128,France,
200440,8,123,Allemagne - Cuba,1999
200499,1,158,Danemark,1998
200553,1,23,Grande-Bretagne,2018
200610,1,18,France,1963
200697,1,18,France,2019
200793,9,56,,0
200796,8,137,France,0
200885,6,180,Danemark,2018
200887,6,182,Etats-Unis,2013
200891,5,65,Etats-Unis,2014
200972,1,14,France - Suisse - Belgique,1989
200977,8,137,France,2018
200979,1,146,Etats-Unis,2017
200981,5,12,,2019
201057,1,18,,2016
201140,1,18,France,2019
201191,1,18,France,2017
201192,1,18,France,2017
201298,1,18,France,2018
201304,7,93,,0
201305,7,93,,0
201306,7,93,,0
201307,7,93,,0
201337,7,93,,0
201354,1,23,France,2018
201391,3,125,,
201541,7,93,,0
201546,1,116,Grèce,1954
201547,1,148,Grèce,1956
201548,1,23,Grèce,1958
201595,8,123,France,
201612,8,94,France,
201691,2,27,Allemagne,2009
201775,1,29,Canada - France,2018
201776,1,148,France - Italie,2017
201778,3,77,,
201781,5,61,,2017
201863,7,93,,0
201864,7,93,,0
201865,7,93,,0
201866,7,93,,0
201867,7,93,,0
201868,7,93,,0
201869,7,93,,0
201870,7,93,,0
201871,7,93,,0
201872,7,93,,0
201873,7,93,,0
201874,7,93,,0
201875,7,93,,0
201876,7,93,,0
201877,7,93,,0
201878,7,93,,0
201879,7,93,,0
201880,7,93,,0
201881,7,93,,0
201882,7,93,,0
201883,7,93,,0
201884,7,93,,0
201885,7,93,,0
201886,7,93,,0
201887,7,93,,0
201888,7,93,,0
201889,7,93,,0
201890,7,93,,0
201891,7,93,,0
201892,7,93,,0
201893,7,93,,0
201894,7,93,,0
201895,7,93,,0
201896,7,93,,0
201897,7,93,,0
201907,7,93,,0
201908,7,93,,0
201909,7,93,,0
201910,7,93,,0
201911,7,93,,0
201912,7,93,,0
201913,7,93,,0
201914,7,93,,0
201915,7,93,,0
201916,7,93,,0
201917,7,93,,0
201918,7,93,,0
201919,7,93,,0
201920,7,93,,0
201921,7,93,,0
201922,7,93,,0
201924,7,93,,0
201925,7,93,,0
201948,2,22,Etats-Unis,2017
201957,8,6,France,2013
202008,7,220,,2017
202009,4,155,France,2020
202011,4,46,,2020
202012,4,130,France,2019
202016,2,22,Etats-Unis,0
202025,5,51,France,0
202028,5,51,France,0
202029,5,51,France,0
202031,5,51,,0
202034,5,51,France,0
202062,4,43,France,
202063,4,43,,
202128,1,27,HongKong,2017
202169,1,31,Etats-Unis,2019
202170,7,93,,0
202171,5,42,,0
202172,5,65,,0
202220,8,94,Etats-Unis,0
202226,9,101,,0
202291,8,126,,
202294,3,222,,0
202388,4,36,France,
202397,1,150,Russie,2016
202414,7,220,,2015
202511,3,36,,
202550,7,93,,0
202700,5,65,,
202708,1,29,Grande-Bretagne,2017
202710,1,131,France,2017
202715,6,182,Etats-Unis,0
202742,1,96,Etats-Unis - Chine,2019
202756,7,93,,0
202823,1,33,Etats-Unis - Belgique,2017
202824,1,131,France,2018
202914,7,93,,0
202929,6,180,Danemark,2017
203008,7,93,,0
203027,7,93,,0
203050,9,101,France,0
203053,8,47,Pays-Bas,0
203138,2,6,Italie,2019
203279,7,93,,0
203310,8,123,Grande-Bretagne - France - Chine,2020
203359,3,125,,
203361,3,125,,
203458,6,180,France - Luxembourg,2018
203547,8,136,Grande-Bretagne - Chine,2017
203554,1,63,France - Belgique,2018
203555,1,14,Grande-Bretagne - France - Belgique,2017
203630,7,93,,0
203673,3,114,,
203674,7,93,,
203676,1,23,Israël,2017
203786,1,23,France,2018
203913,8,6,,2008
203999,1,23,France,2018
204139,1,23,Mexique,2018
204146,8,119,France,0
204150,8,137,France,2019
204152,1,1,Etats-Unis,1999
204202,6,237,France,2014
204204,5,222,,0
204253,6,180,Etats-Unis,2018
204262,8,94,France,
204350,8,94,France,0
204351,1,31,France - Canada,2018
204352,6,5,Etats-Unis,2018
204461,8,49,France,0
204464,4,36,France,
204473,1,63,Hongrie,2017
204524,4,46,,
204597,1,31,Etats-Unis,2018
204631,1,18,France,2015
204716,5,65,Etats-Unis,2018
204983,1,131,France,2018
204984,1,131,France,1960
205103,1,14,Etats-Unis,2004
205104,1,14,Italie - France,1986
205108,8,6,France,0
205118,5,106,France,
205119,4,46,France,2020
205206,6,180,Etats-Unis,2017
205302,9,101,France,0
205412,8,137,France,
205413,1,1,Etats-Unis,2018
205509,8,6,France,
205513,1,29,Etats-Unis,2019
205518,8,123,,0
205531,1,33,Etats-Unis,2018
205561,6,36,,
205643,1,148,Etats-Unis,2017
205645,1,63,Japon,2017
205668,9,101,France,
205768,1,16,France - Italie,1970
205769,6,28,Etats-Unis,2014
205780,1,131,France,2018
205781,1,131,France,2018
205782,1,30,Allemagne - France - Pologne,2017
205880,1,63,Etats-Unis,1998
205881,1,29,France,1980
205897,1,23,France,1968
205988,9,101,Grande-Bretagne,
205992,8,123,,
206075,1,29,Irlande,2017
206076,1,29,France,2018
206078,9,101,France,0
206083,1,116,Etats-Unis,2000
206185,1,18,France - Belgique,2017
206190,8,6,France,
206196,5,65,Grande-Bretagne,0
206281,1,14,Irlande,2006
206283,1,68,Etats-Unis,1955
206320,7,125,France,
206476,1,27,Etats-Unis,2019
206510,1,138,France,2017
206512,1,116,Etats-Unis,1946
206515,8,119,Italie,0
206652,1,5,Russie,2016
206659,1,18,Iran,2019
206770,1,1,Etats-Unis,2006
206786,4,110,France,
206874,8,121,Espagne,0
206883,1,116,Etats-Unis,2001
206893,8,108,Etats-Unis,
206894,8,108,Etats-Unis,
206980,1,29,Norvège,2017
206981,1,131,France,2018
207092,2,23,Etats-Unis,2020
207097,9,101,France,2019
207265,4,110,France,
207304,7,136,,0
207333,1,23,Etats-Unis,2018
207433,1,16,Pologne,2016
207573,3,81,,
207688,1,131,France,2018
207732,1,131,France,2018
207783,1,148,Espagne - France - Italie,2018
207786,8,119,Australie,0
207795,6,173,Corée du Sud,2019
207897,1,1,Etats-Unis - France - Italie,1967
207898,2,23,Canada,2017
207900,1,1,France,2018
208010,1,27,Etats-Unis,2018
208016,8,137,France,
208018,6,174,Etats-Unis,2016
208144,5,97,,
208145,8,97,France,
208158,5,12,France,2020
208208,3,78,,
208209,3,125,,
208257,3,81,,
208259,9,55,,2020
208266,1,63,Etats-Unis,2019
208283,3,125,,
208605,2,16,Corée du Sud,
208645,2,26,Corée du Sud,
208678,7,61,,2018
208760,4,48,France,
208761,4,36,France,
208835,1,14,France,2018
208840,1,31,Etats-Unis,1966
208841,1,146,Espagne - Cuba,2018
208842,1,1,Grande-Bretagne - France - Etats-Unis,2018
208848,7,46,,2020
208994,1,63,Belgique,2017
209058,7,93,,0
209059,7,93,,0
209079,7,93,,0
209102,1,27,Etats-Unis - Chine,2019
209185,1,23,Etats-Unis,2017
209222,7,93,,0
209223,7,93,,0
209224,7,93,,0
209225,7,93,,0
209226,7,93,,0
209230,7,93,,0
209231,7,93,,0
209232,7,93,,0
209233,7,93,,0
209234,7,93,,0
209235,7,93,,0
209236,7,93,,0
209237,7,93,,0
209238,7,93,,0
209240,7,93,,0
209288,1,63,Etats-Unis,1984
209294,6,173,Etats-Unis - France,2019
209383,8,4,France,
209491,6,182,Colombie,2018
209503,1,31,Etats-Unis,2018
209506,2,23,Chili,2016
209513,5,125,,
209571,1,63,Allemagne,2017
209577,5,61,France,
209630,7,237,Canada - Etats-Unis - Irlande,2020
209642,4,43,France,
209673,9,101,France,0
209678,1,27,Etats-Unis - Chine,2018
209679,1,23,Allemagne - Mongolie,2005
209680,1,148,Italie - Allemagne,1970
209738,1,18,France,2019
209781,1,63,France - Italie,1963
209783,1,23,France,1965
209858,7,93,France,
209886,1,1,France,1955
209887,1,33,Brésil - France,2017
209888,1,31,Grande-Bretagne,2016
209903,5,13,,
209949,6,236,France,
210002,7,23,Etats-Unis,2017
210014,1,16,France,1937
210019,8,136,France,2019
210073,8,123,France,
210075,2,33,Corée du Sud,2016
210080,2,23,Corée du Sud,0
210130,6,180,Etats-Unis,2018
210133,1,131,France,0
210134,6,182,Pays-Bas,2019
210144,8,119,Espagne,
210249,8,8,Espagne,0
210250,1,131,Italie - France,
210346,1,1,Etats-Unis,2016
210347,1,131,France - Belgique,2018
210359,8,137,France,
210478,8,137,France,2018
210479,1,146,Grande-Bretagne - Etats-Unis,2018
210480,1,138,Russie,2019
210482,8,137,France,2018
210483,8,137,France,2019
210490,8,137,France,
210530,5,51,,0
210790,1,31,Etats-Unis,2014
210803,2,16,Etats-Unis,2011
210880,3,125,,
210979,1,1,Suisse,2017
210980,8,119,France,
211041,3,47,,
211042,8,94,,
211143,1,146,Grande-Bretagne - Etats-Unis,2017
211144,1,34,,0
211153,8,129,,
211303,1,148,Grande-Bretagne,2017
211482,1,1,Etats-Unis,2018
211484,1,138,France,2020
211623,6,173,France,2012
211719,6,174,France - Etats-Unis,0
211721,6,173,France,2020
211866,1,149,France,2018
211867,1,63,Grande-Bretagne - Irlande,2017
211923,1,180,France,2018
211960,8,6,France,
212083,3,227,France,0
212192,1,63,France - Italie - Allemagne,1972
212351,1,30,Norvège,2017
212352,1,14,Etats-Unis,1994
212353,1,158,France,1962
212354,1,83,France,2003
212366,5,61,,0
212371,1,23,Grande-Bretagne,2019
212411,7,93,,2018
212498,1,29,Etats-Unis,2018
212499,1,31,Grande-Bretagne - France - Allemagne,2018
212649,1,116,Etats-Unis,2018
212659,2,16,Etats-Unis,2012
212793,6,173,France,2017
212801,1,131,France,2018
212852,5,51,Suisse,0
